id,alias,name
Q30,U.S.A.,United States
Q30,United States of America,United States
Q30,US of A,United States
Q30,USA,United States
Q30,the States,United States
Q30,the U.S.,United States
Q30,the United States,United States
Q30,the United States of America,United States
Q30,the US,United States
Q30,the USA,United States
Q30,U. S.,United States
Q30,U. S. A.,United States
Q30,U.S.,United States
Q30,America,United States
Q30,US,United States
Q30,Murica,United States
Q30,Merica,United States
Q30,the U.S. of A,United States
Q30,the U.S. of America,United States
Q30,the U.S.A.,United States
Q30,the US of A,United States
Q30,the US of America,United States
Q30,U.S. of America,United States
Q30,US of America,United States
Q60,NYC,New York City
Q60,Capital of the World,New York City
Q60,Caput Mundi,New York City
Q60,Center of the Universe,New York City
Q60,city of New York,New York City
Q60,City of New York,New York City
Q60,New York (city),New York City
Q60,New York City (NYC),New York City
Q60,"New York City, New York",New York City
Q60,"New York City, NY",New York City
Q60,"New York, NY",New York City
Q60,NY City,New York City
Q60,The City So Nice They Named It Twice,New York City
Q60,the five boroughs,New York City
Q60,Big Apple,New York City
Q60,"New York, N.Y.",New York City
Q60,"New York, New York",New York City
Q60,N.Y.C.,New York City
Q60,"New York City, United States",New York City
Q60,N. Y. C.,New York City
Q60,"N. Y., N. Y.",New York City
Q60,New York (NY),New York City
Q60,"New York City, New York, United States",New York City
Q60,"New York City, United States of America",New York City
Q60,"New York City, USA",New York City
Q60,"New York, New York, USA",New York City
Q60,"NY, NY",New York City
Q1207,US-ND,North Dakota
Q1207,ND,North Dakota
Q1207,N.D.,North Dakota
Q1207,State of North Dakota,North Dakota
Q1207,Flickertail State,North Dakota
Q1207,N. Dak.,North Dakota
Q1207,N. Dakota,North Dakota
Q1207,NoDak,North Dakota
Q1207,"North Dakota, United States",North Dakota
Q1207,Peace Garden State,North Dakota
Q1207,Roughrider State,North Dakota
Q1225,The Boss,Bruce Springsteen
Q1225,Bruce Frederick Joseph Springsteen,Bruce Springsteen
Q1225,Bruce Springsteen & The Sessions Band,Bruce Springsteen
Q1225,Bruce Springsteen and The Sessions Band,Bruce Springsteen
Q1225,Bruce Springsteen with The Sessions Band,Bruce Springsteen
Q649,Moskva,Moscow
Q649,"Moscow, Russia",Moscow
Q649,City of Moscow,Moscow
Q649,"Moscow, Russian Federation",Moscow
Q649,"Moscow, Russian SFSR",Moscow
Q649,"Moscow, Soviet Union",Moscow
Q649,"Moscow, USSR",Moscow
Q649,"Moskva Federal City, Russia",Moscow
Q649,"Moskva, Rossiya",Moscow
Q649,"Moskva, Russia",Moscow
Q649,Москва,Moscow
Q649,Moskovĭ,Moscow
Q649,Moskve,Moscow
Q649,Moskvë,Moscow
Q649,Moskvi,Moscow
Q649,Mosky,Moscow
Q8331,foxes,fox
Q8331,vixen,fox
Q9588,Dick Nixon,Richard Nixon
Q9588,Nixon,Richard Nixon
Q9588,President Nixon,Richard Nixon
Q9588,R. M. Nixon,Richard Nixon
Q9588,R. Nixon,Richard Nixon
Q9588,Richard M. Nixon,Richard Nixon
Q9588,Richard Milhous Nixon,Richard Nixon
Q9588,Tricky Dick,Richard Nixon
Q9588,President Richard Nixon,Richard Nixon
Q7183,Qin,Qin dynasty
Q7183,Qin China,Qin dynasty
Q7183,Qin Empire,Qin dynasty
Q8076,console,video game console
Q8076,game console,video game console
Q8076,Video game console,video game console
Q8076,games console,video game console
Q8076,gaming console,video game console
Q8076,video-game console,video game console
Q1265,Rio Colorado,Colorado River
Q1460,Sicilia,Sicily
Q1497,Mississippi,Mississippi River
Q1497,The Mississippi,Mississippi River
Q684,E,east
Q12544,Byzantium,Byzantine Empire
Q12544,Eastern Roman Empire,Byzantine Empire
Q12544,Lower Empire,Byzantine Empire
Q12544,Roman Empire,Byzantine Empire
Q12544,Romanía,Byzantine Empire
Q17167,Rome,Roman Republic
Q17167,res publica,Roman Republic
Q19546,Bishop of Rome,pope
Q19546,Catholic pope,pope
Q19546,patriarch of Rome,pope
Q19546,Pope in Rome,pope
Q19546,Pope of Rome,pope
Q19546,Roman Catholic pope,pope
Q19546,Roman Pope,pope
Q19546,Supreme Pontiff,pope
Q19546,Roman Pontiff,pope
Q19546,Sovereign Pontiff,pope
Q19546,Archbishop of Rome,pope
Q19546,Primate of Italy,pope
Q19546,Successor of the Prince of the Apostles,pope
Q19546,Vicar of Jesus Christ,pope
Q19546,The Pope,pope
Q19546,papacy,pope
Q19546,Holy Father,pope
Q19546,Vicar of Christ,pope
Q19546,pontiff,pope
Q19546,Servant of the servants of God,pope
Q33977,Jules Gabriel Verne,Jules Verne
Q33977,Julius Verne,Jules Verne
Q43723,Ben Nitai,Benjamin Netanyahu
Q43723,Ben Nitay,Benjamin Netanyahu
Q43723,Benyamin Netanyahu,Benjamin Netanyahu
Q43723,Bibi Netanyahu,Benjamin Netanyahu
Q43723,Binyamin Netanyahu,Benjamin Netanyahu
Q43723,Benjamin Nitai,Benjamin Netanyahu
Q43723,John Jay Sullivan,Benjamin Netanyahu
Q43723,John Jay Sullivan Jr.,Benjamin Netanyahu
Q43723,Bibi,Benjamin Netanyahu
Q43723,Netanyahu,Benjamin Netanyahu
Q48249,Falklands Conflict,Falklands War
Q48249,Falklands Crisis,Falklands War
Q48249,Malvinas Conflict,Falklands War
Q48249,Malvinas Crisis,Falklands War
Q48249,Malvinas War,Falklands War
Q48249,South Atlantic Conflict,Falklands War
Q48249,South Atlantic War,Falklands War
Q48314,Waterloo,Battle of Waterloo
Q41583,manager,coach
Q41583,coaches,coach
Q41583,trainer,coach
Q41583,sports coach,coach
Q41583,sport coach,coach
Q78994,Napoleon Wars,Napoleonic Wars
Q105584,RT,Rotten Tomatoes
Q105584,Rottentomatoes,Rotten Tomatoes
Q105584,RottenTomatoes,Rotten Tomatoes
Q105584,RottenTomatoes.com,Rotten Tomatoes
Q160311,Henry III,Henry III of England
Q160311,Henry of Winchester,Henry III of England
Q161652,Japanese,Japanese people
Q178869,100 Years of Solitude,One Hundred Years of Solitude
Q178869,Cien años de soledad,One Hundred Years of Solitude
Q165524,Tobias Vincent Maguire,Tobey Maguire
Q169705,Xia,Xia dynasty
Q169705,Hia,Xia dynasty
Q169705,Hsia,Xia dynasty
Q169705,Hia dynasty,Xia dynasty
Q169705,Hsia dynasty,Xia dynasty
Q169705,the Hia,Xia dynasty
Q169705,the Hsia,Xia dynasty
Q169705,the Xia,Xia dynasty
Q169705,Xiahou shi,Xia dynasty
Q192682,Golfian,Ryan Reynolds
Q192682,Ryan Rodney Reynolds,Ryan Reynolds
Q194045,Steven Tallarico,Steven Tyler
Q194045,Steven Victor Tallarico,Steven Tyler
Q213559,LINC,Lincoln Memorial
Q211236,famous person,celebrity
Q211236,celebrities,celebrity
Q211236,famous persons,celebrity
Q211236,prominent person,celebrity
Q211236,public figures,celebrity
Q2027162,St. Louis Arch,Gateway Arch
Q2718258,The Awakening,The Vampire Diaries: The Awakening
Q13415681,Arkhamverse,Batman: Arkham
Q214371,Great Gatsby,The Great Gatsby
Q220925,periwinkle,Vinca
Q220925,periwinkles,Vinca
Q220925,periwinkle genus,Vinca
Q220925,vinca,Vinca
Q272506,Le Fantôme de L'opéra,The Phantom of the Opera
Q332388,The Lord of the Rings: The Two Towers,The Two Towers
Q665321,Pike's Peak,Pikes Peak
Q29,Kingdom of Spain,Spain
Q79,EGY,Egypt
Q79,eg,Egypt
Q79,Arab Rep. Egypt,Egypt
Q79,Arab Republic of Egypt,Egypt
Q79,Rep. Egypt,Egypt
Q79,Republic of Egypt,Egypt
Q96,United Mexican States,Mexico
Q96,US of M,Mexico
Q96,MEX,Mexico
Q96,MX,Mexico
Q96,mx,Mexico
Q96,MXN,Mexico
Q96,Mexican Republic,Mexico
Q96,Mexican United States,Mexico
Q148,China,People's Republic of China
Q148,China PR,People's Republic of China
Q148,CHN,People's Republic of China
Q148,cn,People's Republic of China
Q148,CN,People's Republic of China
Q148,🇨🇳,People's Republic of China
Q148,Mainland China,People's Republic of China
Q148,PR China,People's Republic of China
Q148,PRC,People's Republic of China
Q148,RPC,People's Republic of China
Q148,Red China,People's Republic of China
Q148,Communist China,People's Republic of China
Q148,The PRC,People's Republic of China
Q116,queen regnant,monarch
Q116,empress regnant,monarch
Q116,emperor,monarch
Q116,king,monarch
Q1439,"Texas, United States",Texas
Q1439,US-TX,Texas
Q1439,TX,Texas
Q1439,Lone Star State,Texas
Q1439,State of Texas,Texas
Q1439,Tex.,Texas
Q759,NH,New Hampshire
Q759,"New Hampshire, United States",New Hampshire
Q759,N.H.,New Hampshire
Q759,The Granite State,New Hampshire
Q759,State of New Hampshire,New Hampshire
Q759,US-NH,New Hampshire
Q1490,Tôkyô,Tokyo
Q1490,Tōkyō,Tokyo
Q1490,Tokyo (Japan),Tokyo
Q1490,Tokyo Metropolis,Tokyo
Q1490,Tokyo Metropolitan prefecture,Tokyo
Q1490,Tokyo-to,Tokyo
Q1490,Tôkyô-to,Tokyo
Q1490,Tōkyō-to,Tokyo
Q1490,Edo,Tokyo
Q1490,Yedo,Tokyo
Q1490,Tokio,Tokyo
Q1490,"Tokyo, Japan",Tokyo
Q1490,Tokei,Tokyo
Q1490,Tokyo Prefecture,Tokyo
Q1490,Jedo,Tokyo
Q1471,Seine River,Seine
Q1471,river Seine,Seine
Q1845,Holy Bible,Bible
Q1845,Holy Scriptures,Bible
Q1845,Judaeo-Christian Bible,Bible
Q1845,The Holy Bible,Bible
Q1845,The Bible,Bible
Q1845,Christian scripture,Bible
Q1845,Christian scriptures,Bible
Q1845,God's Word,Bible
Q1528,Rameses,Ramesses III
Q1528,Ramses,Ramesses III
Q1528,Usimare Ramesses III,Ramesses III
Q2449,Hamar,Mogadishu
Q2449,Xamar,Mogadishu
Q2449,Maqadīshū,Mogadishu
Q2449,The Seat of the Shah,Mogadishu
Q2449,"Mogadishu, Somalia",Mogadishu
Q19848,Stefani Germanotta,Lady Gaga
Q19848,Stefani Joanne Angelina Germanotta,Lady Gaga
Q37150,Lana,Lana Del Rey
Q37150,Elizabeth Grant,Lana Del Rey
Q37150,Elizabeth Woolridge Grant,Lana Del Rey
Q37150,Lana Del Ray,Lana Del Rey
Q37150,Lizzy Grant,Lana Del Rey
Q37150,May Jailer,Lana Del Rey
Q38022,STL,St. Louis
Q38022,St Louis,St. Louis
Q38022,"St. Louis, Missouri",St. Louis
Q38022,Saint Louis,St. Louis
Q38022,City of St. Louis,St. Louis
Q38022,"Saint Louis, MO",St. Louis
Q38022,St. Louis City,St. Louis
Q38022,"St. Louis, MO",St. Louis
Q38022,"Saint Louis, Missouri",St. Louis
Q42178,EVP,vice president
Q42178,VP,vice president
Q42178,veep,vice president
Q42178,vice-president,vice president
Q44356,car,Tsar
Q44356,tsarevitch,Tsar
Q44356,tsaria,Tsar
Q44356,tsarya,Tsar
Q44356,Tzar,Tsar
Q66096,Senate of the United States,United States Senate
Q66096,senate.gov,United States Senate
Q66096,U.S. Senate,United States Senate
Q66096,United States Congress Senate,United States Senate
Q66096,US Senate,United States Senate
Q66096,Senate,United States Senate
Q47369,harfa,harp
Q47369,pillar harp,harp
Q51633,Institution of the Eucharist,Last Supper
Q51633,Jesus Christ--Last Supper,Last Supper
Q51633,The Last Supper,Last Supper
Q54274,At World's End,Pirates of the Caribbean: At World's End
Q54274,Pirates of the Caribbean 3: At World's End,Pirates of the Caribbean: At World's End
Q54274,POTC3,Pirates of the Caribbean: At World's End
Q79037,Peter Parker,Spider-Man
Q79037,Spiderman,Spider-Man
Q79037,Spider Man,Spider-Man
Q79037,The Amazing Spider-Man,Spider-Man
Q79037,Spidey,Spider-Man
Q79037,Peter Benjamin Parker,Spider-Man
Q79037,The Human Spider,Spider-Man
Q79037,Wallcrawler,Spider-Man
Q79037,Web-slinger,Spider-Man
Q79037,Your Friendly Neighborhood Spider-Man,Spider-Man
Q79037,The Fantastic Spider-Man,Spider-Man
Q79734,Middle-Earth,Middle-earth
Q79734,Middle Earth,Middle-earth
Q79734,Endor,Middle-earth
Q79734,Dark Lands,Middle-earth
Q79734,Ennor,Middle-earth
Q79734,Endóre,Middle-earth
Q79734,Ennorath,Middle-earth
Q79734,Great Lands,Middle-earth
Q79734,Hither Lands,Middle-earth
Q79961,Christ the Redeemer statue,Christ the Redeemer
Q83287,Selena Marie Gomez,Selena Gomez
Q165284,Louis VIII,Louis VIII of France
Q165284,"Louis VIII, the Lion",Louis VIII of France
Q171453,Transformers: Movie,Transformers
Q176609,Arctic Region,Arctic Circle
Q654355,grab,rebound
Q654355,carom,rebound
Q654355,board,rebound
Q231270,Khloe Alexandra Kardashian,Khloé Kardashian
Q231270,Khloé Alexandra Kardashian,Khloé Kardashian
Q231270,Khloe Kardashian,Khloé Kardashian
Q231270,Khloe Kardashian Odom,Khloé Kardashian
Q231270,Khloé Kardashian Odom,Khloé Kardashian
Q231270,Khloé Alexandra Kardashian Odom,Khloé Kardashian
Q231270,Khloé Kardashian-Odom,Khloé Kardashian
Q231270,Khloe Odom,Khloé Kardashian
Q231270,Khloé Odom,Khloé Kardashian
Q25207350,Handmaid's Tale,The Handmaid's Tale
Q25207350,Handmaids Tale,The Handmaid's Tale
Q976396,San Diego Clippers,Los Angeles Clippers
Q976396,Buffalo Braves,Los Angeles Clippers
Q976396,L.A. Clippers,Los Angeles Clippers
Q976396,LA Chokers,Los Angeles Clippers
Q858082,NL,National League
Q858082,National League of Professional Baseball Clubs,National League
Q858082,Senior Circuit,National League
Q860750,racing,racing video game
Q860750,racing game,racing video game
Q860750,racer,racing video game
Q860750,racing video games,racing video game
Q860750,Racing games,racing video game
Q2501650,SCV,Soulcalibur V
Q2501650,SC5,Soulcalibur V
Q2501650,Soul Calibur V,Soulcalibur V
Q2918819,Tsaritsa,Tsarina
Q2918819,Czarina,Tsarina
Q4802838,Super Mario franchise,Super Mario
Q4802838,Super Mario series,Super Mario
Q14904358,Master of the Jedi Order,Jedi Master
Q15686806,senators,senator
Q15686806,senatore,senator
Q18810940,Karla Camila Cabello Estrabao,Camila Cabello
Q40,Österreich,Austria
Q40,Republic of Austria,Austria
Q40,Republik Österreich,Austria
Q258,SA,South Africa
Q258,za,South Africa
Q258,R.S.A.,South Africa
Q258,RSA,South Africa
Q258,Republic of South Africa,South Africa
Q258,zaf,South Africa
Q258,Mzanzi,South Africa
Q524,Vesuvius,Mount Vesuvius
Q458,Europe,European Union
Q458,E.U.,European Union
Q458,eu,European Union
Q1400,Commonwealth of Pennsylvania,Pennsylvania
Q1400,Keystone State,Pennsylvania
Q1400,Pa.,Pennsylvania
Q1400,Penna.,Pennsylvania
Q1400,"Pennsylvania, United States",Pennsylvania
Q1400,State of Pennsylvania,Pennsylvania
Q1400,US-PA,Pennsylvania
Q1400,PA,Pennsylvania
Q667,S,south
Q667,southbound,south
Q667,southerly,south
Q5146,Portuguese language,Portuguese
Q5146,pt,Portuguese
Q1523,Ozymandias,Ramesses II
Q1523,Ramses II,Ramesses II
Q1523,Ramesses the Great,Ramesses II
Q1523,Ramses the Great,Ramesses II
Q1761,"Dublin, Ireland",Dublin
Q1761,City of Dublin,Dublin
Q1761,Baile Átha Cliath,Dublin
Q1761,Dublin city,Dublin
Q9174,religious tradition,religion
Q5419,Missouri,Missouri River
Q5419,The Missouri,Missouri River
Q7296,Kilimanjaro,Mount Kilimanjaro
Q7296,Kilima-Njaro,Mount Kilimanjaro
Q7296,Mount Kilimawn,Mount Kilimanjaro
Q7296,Mt Kilimanjaro,Mount Kilimanjaro
Q7296,Mt. Kilimanjaro,Mount Kilimanjaro
Q8736,Peace treaty of Versailles,Treaty of Versailles
Q8736,Treaty of Versailles of 1919,Treaty of Versailles
Q8736,"Treaty of Versailles, June 28, 1919",Treaty of Versailles
Q23397,Lake,lake
Q23397,lakes,lake
Q33946,Československo,Czechoslovakia
Q33946,ČSFR,Czechoslovakia
Q33946,Czecho-Slovakia,Czechoslovakia
Q33946,Federation of Czechoslovakia,Czechoslovakia
Q33946,People's Republic of Czechoslovakia,Czechoslovakia
Q33946,TCH,Czechoslovakia
Q33946,CSFR,Czechoslovakia
Q33946,cs,Czechoslovakia
Q33999,movie actresses,actor
Q33999,actress,actor
Q33999,movie actress,actor
Q33999,actors,actor
Q33999,actresses,actor
Q41176,edifice,building
Q41176,buildings,building
Q43287,Second Reich,German Empire
Q43287,German Reich,German Empire
Q43287,Imperial Germany,German Empire
Q43287,Deutsches Kaiserreich,German Empire
Q41894,Battle of Chalmette Plantation,Battle of New Orleans
Q51752,Ani,Anakin Skywalker
Q51752,The Chosen One,Anakin Skywalker
Q51752,Anakin,Anakin Skywalker
Q51752,General Skywalker,Anakin Skywalker
Q82674,Queen Mary I of England and Ireland,Mary I of England
Q82674,Mary Queen of England,Mary I of England
Q82674,Bloody Mary,Mary I of England
Q82674,Queen Mary I,Mary I of England
Q82674,Queen Mary,Mary I of England
Q82674,Mary Tudor,Mary I of England
Q92640,Alice in Wonderland,Alice's Adventures in Wonderland
Q92640,Alice's Adventures Underground,Alice's Adventures in Wonderland
Q188969,B.B. King,B. B. King
Q188969,BB King,B. B. King
Q188969,Riley B. King,B. B. King
Q188969,Riley Ben King,B. B. King
Q224069,Island,The Island
Q484030,Kirk Lee Hammett,Kirk Hammett
Q484030,Kirk L. Hammett,Kirk Hammett
Q203184,First Spouse,First Lady
Q3390587,J,Agent J
Q3390587,Jay,Agent J
Q3390587,James Darrell Edwards III,Agent J
Q6585139,mysteries,mystery fiction
Q6585139,mystery,mystery fiction
Q507001,Peach,Princess Peach
Q507001,Peach Toadstool,Princess Peach
Q507001,Princess Toadstool,Princess Peach
Q622769,The Man of Steel,Man of Steel
Q936976,Henry IV,Henry IV of France
Q936976,Henri de Bourbon,Henry IV of France
Q936976,Le Vert Galant,Henry IV of France
Q936976,Good King Henry,Henry IV of France
Q936976,Henry the Great,Henry IV of France
Q936976,the Verdant Gallant,Henry IV of France
Q937827,Delila,Delilah
Q1140140,continental part,mainland
Q1140140,mainland part,mainland
Q49,N America,North America
Q49,North america,North America
Q49,North America (Americas),North America
Q49,North America (continent),North America
Q49,North America (region),North America
Q49,North American continent,North America
Q49,North American Continent,North America
Q49,North-America,North America
Q49,N. America,North America
Q49,003 (UN M.49 code),North America
Q49,Amérique du Nord,North America
Q49,N america,North America
Q49,NA,North America
Q49,Turtle Island,North America
Q49,North and Central America,North America
Q21,ENG,England
Q21,"England, UK",England
Q21,"England, United Kingdom",England
Q159,RF,Russia
Q159,RU,Russia
Q159,Russian Federation,Russia
Q159,RUS,Russia
Q159,ru,Russia
Q159,Federation of Russia,Russia
Q159,ISO 3166-1:RU,Russia
Q1371,W.Va.,West Virginia
Q1371,The Mountain State,West Virginia
Q1371,US-WV,West Virginia
Q1371,"West Virginia, United States",West Virginia
Q1371,Almost Heaven,West Virginia
Q1371,WV,West Virginia
Q1371,State of West Virginia,West Virginia
Q1371,W. Va.,West Virginia
Q1032,Republic Niger,Niger
Q1032,Republic of Niger,Niger
Q1032,Republic of the Niger,Niger
Q1032,The Niger,Niger
Q1032,ne,Niger
Q351,Yellowstone,Yellowstone National Park
Q351,"Yellowstone National Park, Montana",Yellowstone National Park
Q351,Yellowstone Park,Yellowstone National Park
Q351,Yellow Stone,Yellowstone National Park
Q351,YELL,Yellowstone National Park
Q351,Yellow Stone National Park,Yellowstone National Park
Q351,Yellowstone N. Park,Yellowstone National Park
Q351,Yellowstone National Parc,Yellowstone National Park
Q351,Yellowstone National park,Yellowstone National Park
Q351,"Yellowstone National Park, WY",Yellowstone National Park
Q351,Yellowstone NP,Yellowstone National Park
Q351,Yellowstone park,Yellowstone National Park
Q583,Il Bianco,Mont Blanc
Q583,La Dame blanche,Mont Blanc
Q583,Monte Bianco,Mont Blanc
Q583,Mt Blanc,Mont Blanc
Q583,Mt. Blanc,Mont Blanc
Q621,Berceau-de-la-Liberté,Versailles
Q621,"Versailles, Yvelines",Versailles
Q1842,Luxemburg,Luxembourg
Q1842,City of Luxembourg,Luxembourg
Q1842,Luxembourg City,Luxembourg
Q6256,countries,country
Q198,military conflict,war
Q198,wars,war
Q198,hostilities,war
Q34379,instrument (music),musical instrument
Q34379,instrument in music,musical instrument
Q34379,instrument,musical instrument
Q34379,music instrument,musical instrument
Q34389,Whitney Elizabeth Houston,Whitney Houston
Q37200,Pyramid of Cheops,Great Pyramid of Giza
Q37200,Pyramid of Khufu,Great Pyramid of Giza
Q33629,Glacial Sea,Kara Sea
Q33629,Ice Sea,Kara Sea
Q33629,Icy Sea,Kara Sea
Q33629,the Ice Sea,Kara Sea
Q33629,the Icy Sea,Kara Sea
Q33629,Karskoye More,Kara Sea
Q33629,Karskoye Sea,Kara Sea
Q33629,the Glacial Sea,Kara Sea
Q34221,The Niagara Falls,Niagara Falls
Q34221,Niagra Falls,Niagara Falls
Q34221,The Niagra Falls,Niagara Falls
Q43653,Apollo XI,Apollo 11
Q46525,pulitzer.org,Pulitzer Prize
Q8409,Alexander of Macedon,Alexander the Great
Q8409,Alexander III of Macedonia,Alexander the Great
Q8409,Alexandros III of Macedonia,Alexander the Great
Q8409,Eskandar,Alexander the Great
Q8409,Alexander III of Macedon,Alexander the Great
Q8409,Alexander of Macedonia,Alexander the Great
Q8409,Alexandros III,Alexander the Great
Q8409,Alexandros III of Macedon,Alexander the Great
Q8409,Alexandros the Great,Alexander the Great
Q8409,Great Alexander,Alexander the Great
Q8409,the Great Alexander,Alexander the Great
Q8409,Alexander,Alexander the Great
Q8409,Alexandros,Alexander the Great
Q8409,Sikandar,Alexander the Great
Q8409,Alexander III,Alexander the Great
Q14665,Australian Catastrophe,Emu War
Q14665,The Emu Revolution,Emu War
Q14665,The Great Emu War,Emu War
Q131976,Lagidae,Ptolemaic dynasty
Q131976,Lagids,Ptolemaic dynasty
Q131976,Ptolemies,Ptolemaic dynasty
Q103618,Best Actress,Academy Award for Best Actress
Q103618,Best Actress Oscar,Academy Award for Best Actress
Q103618,Oscar for Best Actress,Academy Award for Best Actress
Q133054,Sylvia Plath Hughes,Sylvia Plath
Q133054,Victoria Lucas,Sylvia Plath
Q23445,blackness,black
Q153056,Girl's Tyme,Destiny's Child
Q194057,Rainier,Mount Rainier
Q194057,Tacoma,Mount Rainier
Q194057,Mt. Rainier,Mount Rainier
Q194057,Mt. Regnier,Mount Rainier
Q194057,Tahoma,Mount Rainier
Q194057,Mt Rainier,Mount Rainier
Q215410,Huckleberry Finn,Adventures of Huckleberry Finn
Q215410,The Adventures of Huckleberry Finn,Adventures of Huckleberry Finn
Q277759,series of books,book series
Q277759,series of written works,book series
Q483412,Lioncon,The Chronicles of Narnia
Q483412,Narnia heptalogy,The Chronicles of Narnia
Q483412,Narnia series,The Chronicles of Narnia
Q639669,musical artist,musician
Q865902,Fables of Aesop,Aesop's Fables
Q956072,Jack Murphy Stadium,San Diego Stadium
Q956072,Qualcomm Stadium,San Diego Stadium
Q956072,San Diego County Credit Union Stadium,San Diego Stadium
Q956072,SDCCU Stadium,San Diego Stadium
Q16659538,gold-mine,gold mine
Q22923830,2020 U.S. presidential election,2020 United States presidential election
Q22923830,2020 US presidential election,2020 United States presidential election
Q22923830,"United States presidential election, 2020",2020 United States presidential election
Q22923830,US presidential election 2020,2020 United States presidential election
Q7166256,FLOTUS,First Lady of the United States
Q7166256,U.S. First Lady,First Lady of the United States
Q7166256,United States First Lady,First Lady of the United States
Q7166256,US First Lady,First Lady of the United States
Q1145690,Saw (franchises),Saw
Q1150105,UT,University of Tennessee
Q1150105,University of Tennessee,University of Tennessee
Q1150105,UT Knoxville,University of Tennessee
Q1150105,UT-Knoxville,University of Tennessee
Q1150105,UTK,University of Tennessee
Q1150105,utk.edu,University of Tennessee
Q1211934,Hispanic,Hispanics
Q1555385,Heir to the Empire trilogy,Thrawn trilogy
Q1555385,Thrawn Trilogy,Thrawn trilogy
Q155,br,Brazil
Q155,Brasil,Brazil
Q155,Federative Republic of Brazil,Brazil
Q1049,al-Sudan,Sudan
Q1049,as-Sudan,Sudan
Q1049,as-Sūdān,Sudan
Q1049,North Sudan,Sudan
Q1049,Republic of Sudan,Sudan
Q1049,Republic of the Sudan,Sudan
Q1049,sd,Sudan
Q1049,Soudan,Sudan
Q1049,SUD,Sudan
Q1049,the Sudan,Sudan
Q1345,"Philadelphia, Pennsylvania",Philadelphia
Q1345,Philly,Philadelphia
Q1345,City of Brotherly Love,Philadelphia
Q1345,City of Philadelphia,Philadelphia
Q1345,Cradle of Liberty,Philadelphia
Q1345,"Philadelphia, PA",Philadelphia
Q1345,"Philadelphia, Pa.",Philadelphia
Q91,Honest Abe,Abraham Lincoln
Q91,Abe Lincoln,Abraham Lincoln
Q91,President Lincoln,Abraham Lincoln
Q91,Uncle Abe,Abraham Lincoln
Q25,Cambria,Wales
Q25,WLS,Wales
Q25,WAL,Wales
Q25,Cymru,Wales
Q4604,Confucio,Confucius
Q4604,Konfuzius,Confucius
Q2763,Holocaust,The Holocaust
Q2763,Shoah,The Holocaust
Q2763,the Holocaust,The Holocaust
Q2763,the Shoah,The Holocaust
Q3769,gf,French Guiana
Q3769,GF,French Guiana
Q3769,Guiana,French Guiana
Q3769,"Guiana, France",French Guiana
Q3769,Guyane,French Guiana
Q3769,Guyane française,French Guiana
Q4558,Cascades,Cascade Range
Q4558,The Cascades,Cascade Range
Q4558,Cascade,Cascade Range
Q4558,Cascade Mountain Range,Cascade Range
Q4558,California Cascade Range,Cascade Range
Q4558,Cascade loop,Cascade Range
Q4558,Cascade mountains,Cascade Range
Q4558,Cascades Mountains,Cascade Range
Q4558,Cascades Range,Cascade Range
Q4558,High Cascades,Cascade Range
Q4558,Shasta valley mountains,Cascade Range
Q5389,Olympics,Olympic Games
Q9168,Iranian,Persian
Q9168,Farsi,Persian
Q9168,Farsi language,Persian
Q9168,Iranian language,Persian
Q9168,Persian language,Persian
Q9168,Farsic-Caucasian Tat,Persian
Q9168,Farsic–Caucasian Tat,Persian
Q9202,La Liberté éclairant le monde,Statue of Liberty
Q9202,Liberty Enlightening the World,Statue of Liberty
Q9202,The Statue of Liberty Enlightening the World,Statue of Liberty
Q9202,La Liberte eclairant la monde,Statue of Liberty
Q23434,Hemingway,Ernest Hemingway
Q23434,Papa,Ernest Hemingway
Q23434,E. Hemingway,Ernest Hemingway
Q23434,E. Hemmingway,Ernest Hemingway
Q23434,E. M. Hemmingway,Ernest Hemingway
Q23434,Ernest M. Hemingway,Ernest Hemingway
Q23434,Ernest Miller Hemingway,Ernest Hemingway
Q23434,Ernest Miller Hemmingway,Ernest Hemingway
Q13371,Harvard U.,Harvard University
Q13371,Harvard Univ.,Harvard University
Q13371,Harvard university,Harvard University
Q13371,Harvard.edu,Harvard University
Q13371,Kremlin on the Charles,Harvard University
Q13371,"New College, Cambridge, Massachusetts",Harvard University
Q13371,Harvard,Harvard University
Q13371,Harvard Graduate School,Harvard University
Q13371,harvard.edu,Harvard University
Q13371,University of Harvard,Harvard University
Q9430,sea,ocean
Q9430,oceanic,ocean
Q9430,oceans,ocean
Q25338,Little Prince,The Little Prince
Q25338,B612,The Little Prince
Q25338,Le Pettit Prince,The Little Prince
Q37643,First Gulf War,Gulf War
Q37643,First Iraq War,Gulf War
Q37643,Gulf War I,Gulf War
Q37643,Iraq War,Gulf War
Q37643,Kuwait War,Gulf War
Q37643,Operation Desert Storm,Gulf War
Q37643,Persian Gulf War,Gulf War
Q37643,Video Game War,Gulf War
Q45585,Starry Night,The Starry Night
Q45585,Starry Night (Vincent van Gogh),The Starry Night
Q45585,Starry Night by Vincent van Gogh,The Starry Night
Q45585,Starry Night Vincent van Gogh,The Starry Night
Q45585,The Starry Night (Vincent van Gogh),The Starry Night
Q45585,The Starry Night by Vincent van Gogh,The Starry Night
Q45585,The Starry Night Vincent van Gogh,The Starry Night
Q49088,Columbia,Columbia University
Q49088,King's College,Columbia University
Q49088,CU,Columbia University
